Epoch,Batch,Loss
5,129,0.09629198908805847
4,123,0.08585050702095032
5,130,0.06986849009990692
4,124,0.07753487676382065
5,131,0.07861670851707458
4,125,0.07562252879142761
5,132,0.08951759338378906
4,126,0.08698955178260803
5,133,0.09878172725439072
4,127,0.09708418697118759
5,134,0.10135352611541748
4,128,0.08755000680685043
5,135,0.09899674355983734
4,129,0.07543788850307465
5,136,0.09461142867803574
4,130,0.0926908552646637
5,137,0.08555702865123749
4,131,0.08129330724477768
5,138,0.07161276042461395
4,132,0.13579511642456055
5,139,0.10102759301662445
4,133,0.0715649202466011
5,140,0.1037483736872673
4,134,0.09772094339132309
5,141,0.08746597170829773
4,135,0.08618488162755966
5,142,0.09255582094192505
4,136,0.10766847431659698
5,143,0.09157433360815048
4,137,0.0826689824461937
5,144,0.10064630210399628
4,138,0.07384061068296432
5,145,0.09349386394023895
4,139,0.08444517850875854
5,146,0.08588119596242905
4,140,0.07490825653076172
5,147,0.07062642276287079
4,141,0.0811244323849678
5,148,0.08338318765163422
4,142,0.10036520659923553
5,149,0.08839904516935349
4,143,0.11022114753723145
5,150,0.08271896839141846
4,144,0.08695822954177856
5,151,0.08719350397586823
4,145,0.08510946482419968
5,152,0.06893762946128845
4,146,0.09062325954437256
5,153,0.10130918025970459
4,147,0.07710369676351547
5,154,0.08393043279647827
4,148,0.08815621584653854
5,155,0.09035848826169968
4,149,0.09170064330101013
5,156,0.0940174087882042
4,150,0.09853589534759521
5,157,0.07907380163669586
4,151,0.09264527261257172
5,158,0.09788575023412704
4,152,0.0672866702079773
5,159,0.08148331940174103
4,153,0.08257094025611877
5,160,0.09100586175918579
4,154,0.08737864345312119
5,161,0.07547485083341599
4,155,0.0762849971652031
5,162,0.10275443643331528
4,156,0.09770672023296356
5,163,0.08199124783277512
4,157,0.09597160667181015
5,164,0.10509663075208664
4,158,0.08863173425197601
5,165,0.07248075306415558
4,159,0.07925200462341309
5,166,0.07498731464147568
4,160,0.08262209594249725
5,167,0.07274224609136581
4,161,0.09665071219205856
5,168,0.0665978342294693
4,162,0.08661025017499924
5,169,0.08221957087516785
4,163,0.09434054791927338
5,170,0.11891613900661469
4,164,0.09379817545413971
5,171,0.09189581871032715
4,165,0.08519576489925385
5,172,0.09482162445783615
4,166,0.12093941867351532
5,173,0.09265945851802826
4,167,0.08381935209035873
5,174,0.10985207557678223
4,168,0.07380859553813934
5,175,0.08376499265432358
4,169,0.0929071456193924
5,176,0.10068969428539276
4,170,0.10452716052532196
5,177,0.0898977518081665
4,171,0.11029189079999924
5,178,0.08136105537414551
4,172,0.08329732716083527
5,179,0.09779563546180725
4,173,0.07855917513370514
5,180,0.11175601184368134
4,174,0.08436032384634018
5,181,0.07860960066318512
4,175,0.11660977452993393
4,176,0.09258842468261719
4,177,0.08075834810733795
4,178,0.07226797193288803
4,179,0.09127144515514374
4,180,0.08826124668121338
4,181,0.08973859250545502
5,1,0.08561308681964874
5,2,0.09160810708999634
5,3,0.07178547233343124
5,4,0.09999771416187286
5,5,0.09537800401449203
5,6,0.07940074801445007
5,7,0.08483286947011948
5,8,0.09509643167257309
5,9,0.09734757989645004
5,10,0.07874572277069092
5,11,0.10060502588748932
5,12,0.08117441833019257
5,13,0.1233835518360138
5,14,0.09404528141021729
5,15,0.09943477809429169
5,16,0.07919751107692719
5,17,0.07664274424314499
5,18,0.10509695112705231
5,19,0.08837537467479706
5,20,0.06154514476656914
5,21,0.08841928094625473
5,22,0.09374909102916718
5,23,0.10232515633106232
5,24,0.07577615231275558
5,25,0.11349122226238251
5,26,0.1050383448600769
5,27,0.087448850274086
5,28,0.09712483733892441
5,29,0.0832371711730957
5,30,0.08064626902341843
5,31,0.10499861091375351
5,32,0.09964307397603989
5,33,0.0741007924079895
5,34,0.08644412457942963
5,35,0.08053852617740631
5,36,0.10290350764989853
5,37,0.09047327935695648
5,38,0.10380443185567856
5,39,0.10034401714801788
5,40,0.08295068144798279
5,41,0.0813719779253006
5,42,0.09632702171802521
5,43,0.1004038155078888
5,44,0.09466294944286346
5,45,0.08332069963216782
5,46,0.06318490207195282
5,47,0.10706554353237152
5,48,0.08339035511016846
5,49,0.0752105712890625
5,50,0.08059585094451904
5,51,0.08557947725057602
5,52,0.07908102869987488
5,53,0.0862177163362503
5,54,0.07018786668777466
5,55,0.08853253722190857
5,56,0.09118497371673584
5,57,0.07791551947593689
5,58,0.07136840373277664
5,59,0.0999765619635582
5,60,0.07311020791530609
5,61,0.09816189855337143
5,62,0.08351200819015503
5,63,0.08379766345024109
5,64,0.10648708045482635
5,65,0.11030334234237671
5,66,0.09087439626455307
5,67,0.08644986152648926
5,68,0.09533719718456268
5,69,0.10294412076473236
5,70,0.08786915987730026
5,71,0.0753307193517685
5,72,0.09361054748296738
5,73,0.08932232111692429
5,74,0.11067855358123779
5,75,0.10121069848537445
5,76,0.08706383407115936
5,77,0.08656774461269379
5,78,0.09060891717672348
5,79,0.08304516971111298
5,80,0.07300026714801788
5,81,0.08931168168783188
5,82,0.08831307291984558
5,83,0.07960560917854309
5,84,0.09149672836065292
5,85,0.07570596784353256
5,86,0.11539029330015182
5,87,0.10234370827674866
5,88,0.08695197105407715
5,89,0.10117250680923462
5,90,0.11918815225362778
5,91,0.06565026938915253
5,92,0.08214816451072693
5,93,0.08707725256681442
5,94,0.0833594799041748
5,95,0.10413803905248642
5,96,0.12242035567760468
5,97,0.09794433414936066
5,98,0.0891292542219162
5,99,0.08161695301532745
5,100,0.08054770529270172
5,101,0.07222525775432587
5,102,0.08596916496753693
5,103,0.07595376670360565
5,104,0.078898586332798
5,105,0.08530458062887192
5,106,0.07577558606863022
5,107,0.07897177338600159
5,108,0.08842287957668304
5,109,0.08630070090293884
5,110,0.08290737867355347
5,111,0.11560681462287903
5,112,0.07646873593330383
5,113,0.08490809798240662
5,114,0.07697025686502457
5,115,0.0798489898443222
5,116,0.07900302112102509
5,117,0.0799008160829544
5,118,0.09131652116775513
5,119,0.09405740350484848
5,120,0.08127441257238388
5,121,0.08707277476787567
5,122,0.1173972487449646
5,123,0.07712291181087494
5,124,0.06977696716785431
5,125,0.09532430022954941
5,126,0.07073768973350525
5,127,0.08649268746376038
5,128,0.08321589976549149
5,129,0.1151362881064415
5,130,0.08960901200771332
5,131,0.07160156965255737
5,132,0.10994879901409149
5,133,0.0741150975227356
5,134,0.08816531300544739
5,135,0.06539248675107956
5,136,0.09673188626766205
5,137,0.1027696430683136
5,138,0.10473136603832245
5,139,0.09162392467260361
5,140,0.07151535898447037
5,141,0.09056135267019272
5,142,0.09962177276611328
5,143,0.10300694406032562
5,144,0.0963866263628006
5,145,0.07235598564147949
5,146,0.09988658875226974
5,147,0.08690674602985382
5,148,0.06105292961001396
5,149,0.09374149143695831
5,150,0.09191721677780151
5,151,0.07952886819839478
5,152,0.08447711914777756
5,153,0.09853821992874146
5,154,0.0775107741355896
5,155,0.08188878744840622
5,156,0.09570237249135971
5,157,0.1047581136226654
5,158,0.07439838349819183
5,159,0.08510216325521469
5,160,0.08632422983646393
5,161,0.10538670420646667
5,162,0.09646929800510406
5,163,0.06915351748466492
5,164,0.10299581289291382
5,165,0.09152525663375854
5,166,0.09663238376379013
5,167,0.07349555939435959
5,168,0.08060097694396973
5,169,0.07803624868392944
5,170,0.06527626514434814
5,171,0.07304494082927704
5,172,0.07394282519817352
5,173,0.08964120596647263
5,174,0.0831952840089798
5,175,0.09131359308958054
5,176,0.07621899992227554
5,177,0.09272276610136032
5,178,0.07281407713890076
5,179,0.09297733753919601
5,180,0.10409687459468842
5,181,0.07386987656354904
