Epoch,Batch,Loss
1,1,0.4421839118003845
1,2,0.43992507457733154
1,3,0.4443380534648895
1,4,0.42914077639579773
1,5,0.4103376865386963
1,6,0.4025622606277466
1,7,0.39613041281700134
1,8,0.3945052921772003
1,9,0.40946972370147705
1,10,0.38327574729919434
1,11,0.3642314672470093
1,12,0.356876015663147
1,13,0.3416783809661865
1,14,0.3473905920982361
1,15,0.333620548248291
1,16,0.3235275149345398
1,17,0.2977778911590576
1,18,0.29452863335609436
1,19,0.2814755141735077
1,20,0.25967687368392944
1,21,0.25215694308280945
1,22,0.24589911103248596
1,23,0.22964808344841003
1,24,0.2238139510154724
1,25,0.20892012119293213
1,26,0.20220312476158142
1,27,0.19692625105381012
1,28,0.18080827593803406
1,29,0.17017526924610138
1,30,0.16175906360149384
1,31,0.15664109587669373
1,32,0.1505822241306305
1,33,0.1452002227306366
1,34,0.13817748427391052
1,35,0.13024550676345825
1,36,0.12748590111732483
1,37,0.12380121648311615
1,38,0.12053599953651428
1,39,0.1188247948884964
1,40,0.11439090967178345
1,41,0.11537438631057739
1,42,0.10606404393911362
1,43,0.10398643463850021
1,44,0.10218141227960587
1,45,0.09919072687625885
1,46,0.09705724567174911
1,47,0.09507060050964355
1,48,0.08740898966789246
1,49,0.08520036935806274
1,50,0.08857201039791107
1,51,0.0826086774468422
1,52,0.08177775144577026
1,53,0.07718092203140259
1,54,0.07637147605419159
1,55,0.07926033437252045
1,56,0.07870220392942429
1,57,0.07405149936676025
1,58,0.07407607138156891
1,59,0.06995690613985062
1,60,0.06800683587789536
1,61,0.06821564584970474
1,62,0.06685381382703781
1,63,0.06615666300058365
1,64,0.0632975697517395
1,65,0.06465186178684235
1,66,0.06295439600944519
1,67,0.06248657777905464
1,68,0.0629115104675293
1,69,0.057541731745004654
1,70,0.05941847711801529
1,71,0.06139663606882095
1,72,0.06345381587743759
1,73,0.05829589068889618
1,74,0.06043267250061035
1,75,0.05771714076399803
1,76,0.060336410999298096
1,77,0.056966595351696014
1,78,0.052082546055316925
1,79,0.05663540959358215
1,80,0.054462675005197525
1,81,0.05492817983031273
1,82,0.052041053771972656
1,83,0.055719368159770966
1,84,0.049432750791311264
1,85,0.05194373428821564
